id,engine,temperature,original,reference,translation,BLEU,ROUGE-1,ROUGE-L
1,ollama:llama3,0.0,"I still say 'our home,' although the house no longer belongs to us.","Je continue à dire « chez nous », bien que la maison ne nous appartienne plus.","Je dis toujours « notre maison », bien que la maison ne nous appartienne plus.",59.98949116852975,0.6923076923076923,0.6923076923076923
1,hf:opus-mt-en-fr,0.0,"I still say 'our home,' although the house no longer belongs to us.","Je continue à dire « chez nous », bien que la maison ne nous appartienne plus.","Je dis toujours « notre maison », bien que la maison ne nous appartienne plus.",59.98949116852975,0.6923076923076923,0.6923076923076923
1,ollama:llama3,0.2,"I still say 'our home,' although the house no longer belongs to us.","Je continue à dire « chez nous », bien que la maison ne nous appartienne plus.","Je dis toujours « notre maison », bien que la maison ne nous appartienne plus.",59.98949116852975,0.6923076923076923,0.6923076923076923
1,hf:opus-mt-en-fr,0.2,"I still say 'our home,' although the house no longer belongs to us.","Je continue à dire « chez nous », bien que la maison ne nous appartienne plus.","Je dis toujours ""notre maison"", bien que la maison ne nous appartienne plus.",52.627412939871185,0.6923076923076923,0.6923076923076923
1,ollama:llama3,0.5,"I still say 'our home,' although the house no longer belongs to us.","Je continue à dire « chez nous », bien que la maison ne nous appartienne plus.","Je dis toujours « notre maison », bien que la maison ne nous appartienne plus.",59.98949116852975,0.6923076923076923,0.6923076923076923
1,hf:opus-mt-en-fr,0.5,"I still say 'our home,' although the house no longer belongs to us.","Je continue à dire « chez nous », bien que la maison ne nous appartienne plus.","Je le dis toujours 'notre maison', bien que la maison ne nous appartienne plus.",52.67424722224368,0.6666666666666666,0.6666666666666666
1,ollama:llama3,0.8,"I still say 'our home,' although the house no longer belongs to us.","Je continue à dire « chez nous », bien que la maison ne nous appartienne plus.","Je dis toujours ""notre maison"", bien que la maison ne nous appartienne plus.",52.627412939871185,0.6923076923076923,0.6923076923076923
1,hf:opus-mt-en-fr,0.8,"I still say 'our home,' although the house no longer belongs to us.","Je continue à dire « chez nous », bien que la maison ne nous appartienne plus.","Je dis toujours ""notre foyer"", bien que la maison ne nous appartient plus.",37.30681942041992,0.6153846153846154,0.6153846153846154
1,ollama:llama3,1.0,"I still say 'our home,' although the house no longer belongs to us.","Je continue à dire « chez nous », bien que la maison ne nous appartienne plus.","Je dis toujours ""notre maison"", même si la maison ne nous appartient plus.",17.250481017531516,0.4444444444444445,0.4444444444444445
1,hf:opus-mt-en-fr,1.0,"I still say 'our home,' although the house no longer belongs to us.","Je continue à dire « chez nous », bien que la maison ne nous appartienne plus.",Je dis toujours ‘nous maison' bien que la maison ne nous appartienne plus.,45.9556964205476,0.7692307692307693,0.7692307692307693
2,ollama:llama3,0.0,We left that part of the country nearly fifteen years ago and shall certainly never go back to it.,Nous avons quitté le pays depuis bientôt quinze ans et nous n’y reviendrons certainement jamais.,Nous avons quitté cette partie du pays il y a presque quinze ans et ne retournerons jamais à elle.,13.264759167412226,0.5142857142857143,0.45714285714285713
2,hf:opus-mt-en-fr,0.0,We left that part of the country nearly fifteen years ago and shall certainly never go back to it.,Nous avons quitté le pays depuis bientôt quinze ans et nous n’y reviendrons certainement jamais.,Nous avons quitté cette partie du pays il y a près de quinze ans et nous n'y reviendrons certainement jamais.,28.592291256793107,0.6666666666666667,0.6666666666666667
2,ollama:llama3,0.2,We left that part of the country nearly fifteen years ago and shall certainly never go back to it.,Nous avons quitté le pays depuis bientôt quinze ans et nous n’y reviendrons certainement jamais.,Nous avons quitté cette partie du pays il y a près de quinze ans et ne retournerons jamais à elle.,12.58220555845937,0.48648648648648646,0.4324324324324324
2,hf:opus-mt-en-fr,0.2,We left that part of the country nearly fifteen years ago and shall certainly never go back to it.,Nous avons quitté le pays depuis bientôt quinze ans et nous n’y reviendrons certainement jamais.,Nous avons quitté cette partie du pays il y a près de quinze ans et nous n'y reviendrons certainement jamais.,28.592291256793107,0.6666666666666667,0.6666666666666667
2,ollama:llama3,0.5,We left that part of the country nearly fifteen years ago and shall certainly never go back to it.,Nous avons quitté le pays depuis bientôt quinze ans et nous n’y reviendrons certainement jamais.,Nous avons quitté cette partie du pays il y a presque quinze ans et ne retournerons jamais à elle.,13.264759167412226,0.5142857142857143,0.45714285714285713
2,hf:opus-mt-en-fr,0.5,We left that part of the country nearly fifteen years ago and shall certainly never go back to it.,Nous avons quitté le pays depuis bientôt quinze ans et nous n’y reviendrons certainement jamais.,Nous avons quitté cette partie du pays il y a près de quinze ans et n'y reviendrons certainement jamais.,22.686182598679874,0.6315789473684211,0.6315789473684211
2,ollama:llama3,0.8,We left that part of the country nearly fifteen years ago and shall certainly never go back to it.,Nous avons quitté le pays depuis bientôt quinze ans et nous n’y reviendrons certainement jamais.,Nous avons quitté cette partie du pays il y a presque quinze ans et ne retournerons jamais à elle.,13.264759167412226,0.5142857142857143,0.45714285714285713
2,hf:opus-mt-en-fr,0.8,We left that part of the country nearly fifteen years ago and shall certainly never go back to it.,Nous avons quitté le pays depuis bientôt quinze ans et nous n’y reviendrons certainement jamais.,Nous avons quitté cette partie du pays il y a près de quinze ans. Et nous ne le reviendrons certainement jamais.,17.855149299161596,0.6666666666666667,0.5641025641025642
2,ollama:llama3,1.0,We left that part of the country nearly fifteen years ago and shall certainly never go back to it.,Nous avons quitté le pays depuis bientôt quinze ans et nous n’y reviendrons certainement jamais.,Nous nous sommes éloignés de cette partie du pays il y a presque quinze ans et n'allons certainement jamais y retourner.,9.364337313929381,0.5,0.39999999999999997
2,hf:opus-mt-en-fr,1.0,We left that part of the country nearly fifteen years ago and shall certainly never go back to it.,Nous avons quitté le pays depuis bientôt quinze ans et nous n’y reviendrons certainement jamais.,Nous avons quitté cette partie du pays il y a près de quinze ans et ne nous y reviendrons jamais.,13.988521776260257,0.5789473684210527,0.5789473684210527
3,ollama:llama3,0.0,We were living in the building of the Higher Elementary Classes at Sainte-Agathe's School.,Nous habitions les bâtiments du Cours Supérieur de Sainte-Agathe.,Nous vivions dans le bâtiment des Classes Élémentaires Supérieures à l'École de Sainte-Agathe.,11.359354890271161,0.5517241379310345,0.5517241379310345
3,hf:opus-mt-en-fr,0.0,We were living in the building of the Higher Elementary Classes at Sainte-Agathe's School.,Nous habitions les bâtiments du Cours Supérieur de Sainte-Agathe.,Nous vivions dans le bâtiment des classes élémentaires supérieures de l'école Sainte-Agathe.,7.347053125977879,0.5517241379310345,0.5517241379310345
3,ollama:llama3,0.2,We were living in the building of the Higher Elementary Classes at Sainte-Agathe's School.,Nous habitions les bâtiments du Cours Supérieur de Sainte-Agathe.,Nous vivions dans l'immeuble des Classes Élémentaires Supérieures de l'École de Sainte-Agathe.,12.35622127262679,0.41379310344827586,0.41379310344827586
3,hf:opus-mt-en-fr,0.2,We were living in the building of the Higher Elementary Classes at Sainte-Agathe's School.,Nous habitions les bâtiments du Cours Supérieur de Sainte-Agathe.,Nous vivions dans le bâtiment des classes primaires supérieures de l'école Sainte-Agathe.,7.347053125977879,0.5714285714285715,0.5714285714285715
3,ollama:llama3,0.5,We were living in the building of the Higher Elementary Classes at Sainte-Agathe's School.,Nous habitions les bâtiments du Cours Supérieur de Sainte-Agathe.,Nous vivions dans le bâtiment des Classes Elémentaires Supérieures de l'École de Sainte-Agathe.,11.359354890271161,0.5333333333333333,0.5333333333333333
3,hf:opus-mt-en-fr,0.5,We were living in the building of the Higher Elementary Classes at Sainte-Agathe's School.,Nous habitions les bâtiments du Cours Supérieur de Sainte-Agathe.,Nous habitions dans l'établissement des classes primaires supérieures de l'école Sainte-Agathe.,10.127993013562818,0.5185185185185186,0.5185185185185186
3,ollama:llama3,0.8,We were living in the building of the Higher Elementary Classes at Sainte-Agathe's School.,Nous habitions les bâtiments du Cours Supérieur de Sainte-Agathe.,Nous étions installés dans l'immeuble des Classes Élémentaires Supérieures à l'École de Sainte-Agathe.,11.359354890271161,0.4,0.4
3,hf:opus-mt-en-fr,0.8,We were living in the building of the Higher Elementary Classes at Sainte-Agathe's School.,Nous habitions les bâtiments du Cours Supérieur de Sainte-Agathe.,Nous résidaisons à l'édifice des classes primaires supérieures de l'école Sainte-Agathe.,8.054496384843702,0.4444444444444445,0.4444444444444445
3,ollama:llama3,1.0,We were living in the building of the Higher Elementary Classes at Sainte-Agathe's School.,Nous habitions les bâtiments du Cours Supérieur de Sainte-Agathe.,Nous vivions dans le bâtiment des Hautes Écoles Elémentaires à l'École de Sainte-Agathe.,11.359354890271161,0.42857142857142855,0.42857142857142855
3,hf:opus-mt-en-fr,1.0,We were living in the building of the Higher Elementary Classes at Sainte-Agathe's School.,Nous habitions les bâtiments du Cours Supérieur de Sainte-Agathe.,Nous habitions dans l'immeuble des classes élémentaires supérieures de l'École Sainte-Agathe.,10.127993013562818,0.5,0.5
4,ollama:llama3,0.0,"At the time of some new 'appointments,' a whim of fate, due to some inspector or to the Prefect, had led us there.","Le hasard des « changements », une décision d’inspecteur ou de préfet nous avaient conduits là.","À l'époque de certains nouveaux ""rattachements"", un caprice du destin, dû à quelque inspecteur ou au Préfet, nous y avait menés.",2.075273865705644,0.41025641025641024,0.30769230769230765
4,hf:opus-mt-en-fr,0.0,"At the time of some new 'appointments,' a whim of fate, due to some inspector or to the Prefect, had led us there.","Le hasard des « changements », une décision d’inspecteur ou de préfet nous avaient conduits là.","Au moment de nouvelles « nominations », un caprice de destin, dû à un inspecteur ou au préfet, nous y avait conduits.",4.207993129078362,0.4324324324324324,0.37837837837837834
4,ollama:llama3,0.2,"At the time of some new 'appointments,' a whim of fate, due to some inspector or to the Prefect, had led us there.","Le hasard des « changements », une décision d’inspecteur ou de préfet nous avaient conduits là.","À l'époque de certains nouveaux ""rapprochements"", un caprice du destin, dû à quelque inspecteur ou au Préfet, nous y avait conduit.",2.075273865705644,0.4736842105263158,0.36842105263157887
4,hf:opus-mt-en-fr,0.2,"At the time of some new 'appointments,' a whim of fate, due to some inspector or to the Prefect, had led us there.","Le hasard des « changements », une décision d’inspecteur ou de préfet nous avaient conduits là.","Au moment de certaines nouvelles « nominations », un caprice de destin, dû à un inspecteur ou au préfet, nous y avait conduits.",4.042649040111613,0.42105263157894735,0.36842105263157887
4,ollama:llama3,0.5,"At the time of some new 'appointments,' a whim of fate, due to some inspector or to the Prefect, had led us there.","Le hasard des « changements », une décision d’inspecteur ou de préfet nous avaient conduits là.","À l'époque de certains nouveaux ""rattachements"", une fantaisie du destin, due à un inspecteur ou au Préfet, nous y avait menés.",3.6529457725362686,0.41025641025641024,0.30769230769230765
4,hf:opus-mt-en-fr,0.5,"At the time of some new 'appointments,' a whim of fate, due to some inspector or to the Prefect, had led us there.","Le hasard des « changements », une décision d’inspecteur ou de préfet nous avaient conduits là.","Au moment de nouvelles « nominations », un caprice de destin, dû à un inspecteur ou au préfet, nous y avait conduits.",4.207993129078362,0.4324324324324324,0.37837837837837834
4,ollama:llama3,0.8,"At the time of some new 'appointments,' a whim of fate, due to some inspector or to the Prefect, had led us there.","Le hasard des « changements », une décision d’inspecteur ou de préfet nous avaient conduits là.","Au moment de certains nouveaux ""rangs"", une fantaisie du destin, en raison d'un inspecteur ou du Préfet, nous y avait menés.",3.6529457725362686,0.39024390243902435,0.34146341463414637
4,hf:opus-mt-en-fr,0.8,"At the time of some new 'appointments,' a whim of fate, due to some inspector or to the Prefect, had led us there.","Le hasard des « changements », une décision d’inspecteur ou de préfet nous avaient conduits là.","A l'époque de nouveaux « rendez-vous », un caprice de destin, dû à un inspecteur ou au préfet, nous avait conduit là-bas.",4.085892079136997,0.45,0.39999999999999997
4,ollama:llama3,1.0,"At the time of some new 'appointments,' a whim of fate, due to some inspector or to the Prefect, had led us there.","Le hasard des « changements », une décision d’inspecteur ou de préfet nous avaient conduits là.","Au moment de quelques nouveaux ""rattachements"", un caprice du destin, en raison d'un inspecteur ou du Préfet, nous y avait conduit.",2.075273865705644,0.39999999999999997,0.35
4,hf:opus-mt-en-fr,1.0,"At the time of some new 'appointments,' a whim of fate, due to some inspector or to the Prefect, had led us there.","Le hasard des « changements », une décision d’inspecteur ou de préfet nous avaient conduits là.","Au moment de quelques « nominations », un fantaisie de bien-être, à cause d'un inspecteur ou du Préfet, s'y était déclaré.",3.9645132534206877,0.35,0.25
5,ollama:llama3,0.0,Thus to-day I picture our arrival.,"C’est ainsi, du moins, que j’imagine aujourd’hui notre arrivée.",Ainsi je vois notre arrivée aujourd'hui.,7.11586419732111,0.5714285714285714,0.380952380952381
5,hf:opus-mt-en-fr,0.0,Thus to-day I picture our arrival.,"C’est ainsi, du moins, que j’imagine aujourd’hui notre arrivée.","Ainsi, aujourd'hui, je vois notre arrivée.",14.448814886766836,0.5714285714285714,0.5714285714285714
5,ollama:llama3,0.2,Thus to-day I picture our arrival.,"C’est ainsi, du moins, que j’imagine aujourd’hui notre arrivée.",Ainsi je me représente notre arrivée d'aujourd'hui.,7.413670083653379,0.4999999999999999,0.33333333333333337
5,hf:opus-mt-en-fr,0.2,Thus to-day I picture our arrival.,"C’est ainsi, du moins, que j’imagine aujourd’hui notre arrivée.","Donc, aujourd'hui, je vois notre arrivée.",14.448814886766836,0.4761904761904762,0.4761904761904762
5,ollama:llama3,0.5,Thus to-day I picture our arrival.,"C’est ainsi, du moins, que j’imagine aujourd’hui notre arrivée.",Ainsi je m'imagine notre arrivée aujourd'hui.,7.11586419732111,0.6363636363636364,0.4545454545454546
5,hf:opus-mt-en-fr,0.5,Thus to-day I picture our arrival.,"C’est ainsi, du moins, que j’imagine aujourd’hui notre arrivée.","Donc aujourd'hui, je vois notre arrivée.",13.398014283383116,0.4761904761904762,0.4761904761904762
5,ollama:llama3,0.8,Thus to-day I picture our arrival.,"C’est ainsi, du moins, que j’imagine aujourd’hui notre arrivée.",Ainsi je vois notre arrivée d'aujourd'hui.,7.11586419732111,0.5454545454545455,0.3636363636363637
5,hf:opus-mt-en-fr,0.8,Thus to-day I picture our arrival.,"C’est ainsi, du moins, que j’imagine aujourd’hui notre arrivée.",Je vois donc aujourd'hui notre arrivée.,11.967409389919146,0.4761904761904762,0.4761904761904762
5,ollama:llama3,1.0,Thus to-day I picture our arrival.,"C’est ainsi, du moins, que j’imagine aujourd’hui notre arrivée.",Ainsi je peints notre arrivée d'aujourd'hui.,7.11586419732111,0.5454545454545455,0.3636363636363637
5,hf:opus-mt-en-fr,1.0,Thus to-day I picture our arrival.,"C’est ainsi, du moins, que j’imagine aujourd’hui notre arrivée.","Aujourd'hui, je vois notre arrivée.",12.859818292229834,0.5,0.5
6,ollama:llama3,0.0,Yet we had already been ten years in that district when Meaulnes arrived.,Nous étions pourtant depuis dix ans dans ce pays lorsque Meaulnes arriva.,Nous y étions déjà restés dix ans lorsque Meaulnes arriva.,24.997758323995956,0.5833333333333334,0.5833333333333334
6,hf:opus-mt-en-fr,0.0,Yet we had already been ten years in that district when Meaulnes arrived.,Nous étions pourtant depuis dix ans dans ce pays lorsque Meaulnes arriva.,"Pourtant, nous avions déjà été dix ans dans ce district quand Meaulnes est arrivé.",16.94357181593088,0.5185185185185186,0.4444444444444445
6,ollama:llama3,0.2,Yet we had already been ten years in that district when Meaulnes arrived.,Nous étions pourtant depuis dix ans dans ce pays lorsque Meaulnes arriva.,Nous y étions déjà restés dix ans lorsque Meaulnes arriva.,24.997758323995956,0.5833333333333334,0.5833333333333334
6,hf:opus-mt-en-fr,0.2,Yet we had already been ten years in that district when Meaulnes arrived.,Nous étions pourtant depuis dix ans dans ce pays lorsque Meaulnes arriva.,"Pourtant, nous avions déjà été dix ans dans ce district quand Meaulnes est arrivé.",16.94357181593088,0.5185185185185186,0.4444444444444445
6,ollama:llama3,0.5,Yet we had already been ten years in that district when Meaulnes arrived.,Nous étions pourtant depuis dix ans dans ce pays lorsque Meaulnes arriva.,Nous y étions déjà restés dix ans lorsque Meaulnes arriva.,24.997758323995956,0.5833333333333334,0.5833333333333334
6,hf:opus-mt-en-fr,0.5,Yet we had already been ten years in that district when Meaulnes arrived.,Nous étions pourtant depuis dix ans dans ce pays lorsque Meaulnes arriva.,"Pourtant, nous étions déjà dix ans dans ce district quand Meaulnes est arrivé.",18.92240568795935,0.6153846153846153,0.5384615384615384
6,ollama:llama3,0.8,Yet we had already been ten years in that district when Meaulnes arrived.,Nous étions pourtant depuis dix ans dans ce pays lorsque Meaulnes arriva.,Nous y étions déjà restés dix ans lorsque Meaulnes arriva.,24.997758323995956,0.5833333333333334,0.5833333333333334
6,hf:opus-mt-en-fr,0.8,Yet we had already been ten years in that district when Meaulnes arrived.,Nous étions pourtant depuis dix ans dans ce pays lorsque Meaulnes arriva.,"Pourtant, nous étions déjà dix ans dans ce district quand Meaulnes est arrivé.",18.92240568795935,0.6153846153846153,0.5384615384615384
6,ollama:llama3,1.0,Yet we had already been ten years in that district when Meaulnes arrived.,Nous étions pourtant depuis dix ans dans ce pays lorsque Meaulnes arriva.,Nous y étions déjà restés dix ans lorsque Meaulnes arriva.,24.997758323995956,0.5833333333333334,0.5833333333333334
6,hf:opus-mt-en-fr,1.0,Yet we had already been ten years in that district when Meaulnes arrived.,Nous étions pourtant depuis dix ans dans ce pays lorsque Meaulnes arriva.,"Pourtant, nous sommes déjà passé dix ans dans ce district, où Meaulnes venait.",16.94357181593088,0.5384615384615384,0.4615384615384615
7,ollama:llama3,0.0,"It was a cold Sunday of November, the first day of autumn to make one think of winter.","C’était un froid dimanche de novembre, le premier jour d’automne qui fît songer à l’hiver.","C'était un dimanche froid de novembre, le premier jour d'automne pour faire penser à l'hiver.",32.786037719841865,0.7999999999999999,0.7428571428571428
7,hf:opus-mt-en-fr,0.0,"It was a cold Sunday of November, the first day of autumn to make one think of winter.","C’était un froid dimanche de novembre, le premier jour d’automne qui fît songer à l’hiver.","Il faisait froid le dimanche de novembre, premier jour d'automne pour faire penser à l'hiver.",19.345299022826186,0.6470588235294118,0.5882352941176471
7,ollama:llama3,0.2,"It was a cold Sunday of November, the first day of autumn to make one think of winter.","C’était un froid dimanche de novembre, le premier jour d’automne qui fît songer à l’hiver.","C'était un dimanche froid de novembre, le premier jour d'automne pour faire penser à l'hiver.",32.786037719841865,0.7999999999999999,0.7428571428571428
7,hf:opus-mt-en-fr,0.2,"It was a cold Sunday of November, the first day of autumn to make one think of winter.","C’était un froid dimanche de novembre, le premier jour d’automne qui fît songer à l’hiver.","Il faisait froid le dimanche de novembre, premier jour d'automne pour faire penser à l'hiver.",19.345299022826186,0.6470588235294118,0.5882352941176471
7,ollama:llama3,0.5,"It was a cold Sunday of November, the first day of autumn to make one think of winter.","C’était un froid dimanche de novembre, le premier jour d’automne qui fît songer à l’hiver.","Il était un dimanche froid de novembre, le premier jour d'automne pour faire penser à l'hiver.",30.789512797772584,0.7428571428571428,0.6857142857142857
7,hf:opus-mt-en-fr,0.5,"It was a cold Sunday of November, the first day of autumn to make one think of winter.","C’était un froid dimanche de novembre, le premier jour d’automne qui fît songer à l’hiver.","Il faisait froid un dimanche de novembre, le premier jour de l'automne pour faire penser à l'hiver.",34.51395513935866,0.6111111111111112,0.5555555555555556
7,ollama:llama3,0.8,"It was a cold Sunday of November, the first day of autumn to make one think of winter.","C’était un froid dimanche de novembre, le premier jour d’automne qui fît songer à l’hiver.","C'était un dimanche froid de novembre, la première journee d'automne pour se demander à penser à l'hiver.",9.629943614188138,0.5945945945945946,0.5405405405405405
7,hf:opus-mt-en-fr,0.8,"It was a cold Sunday of November, the first day of autumn to make one think of winter.","C’était un froid dimanche de novembre, le premier jour d’automne qui fît songer à l’hiver.","Ce fut un jour froid de novembre, premier jour d'automne pour faire penser à l'hiver.",12.39899236095509,0.5882352941176471,0.5882352941176471
7,ollama:llama3,1.0,"It was a cold Sunday of November, the first day of autumn to make one think of winter.","C’était un froid dimanche de novembre, le premier jour d’automne qui fît songer à l’hiver.","Ce fut un dimanche froid de novembre, la première journée d'automne pour faire songer à l'hiver.",11.643948477069975,0.5405405405405405,0.4864864864864865
7,hf:opus-mt-en-fr,1.0,"It was a cold Sunday of November, the first day of autumn to make one think of winter.","C’était un froid dimanche de novembre, le premier jour d’automne qui fît songer à l’hiver.","Il a été froid le Dimanche de Novembre, premier jour de l'automne pour se faire penser de l'hiver.",5.237520761048587,0.5789473684210527,0.4736842105263158
8,ollama:llama3,0.0,All day Millie had waited for the station omnibus to bring her a hat for the bad weather.,"Toute la journée, Millie avait attendu une voiture de La Gare qui devait lui apporter un chapeau pour la mauvaise saison.","Toute la journée, Millie avait attendu que l'omnibus de la gare lui apporte un chapeau pour le mauvais temps.",33.62614549393096,0.6976744186046512,0.6976744186046512
8,hf:opus-mt-en-fr,0.0,All day Millie had waited for the station omnibus to bring her a hat for the bad weather.,"Toute la journée, Millie avait attendu une voiture de La Gare qui devait lui apporter un chapeau pour la mauvaise saison.","Toute la journée, Millie avait attendu que la station omnibus lui apporte un chapeau pour le mauvais temps.",32.94509143325628,0.6341463414634148,0.6341463414634148
8,ollama:llama3,0.2,All day Millie had waited for the station omnibus to bring her a hat for the bad weather.,"Toute la journée, Millie avait attendu une voiture de La Gare qui devait lui apporter un chapeau pour la mauvaise saison.","Toute la journée, Millie avait attendu que l'omnibus de la gare lui apporte un chapeau pour le mauvais temps.",33.62614549393096,0.6976744186046512,0.6976744186046512
8,hf:opus-mt-en-fr,0.2,All day Millie had waited for the station omnibus to bring her a hat for the bad weather.,"Toute la journée, Millie avait attendu une voiture de La Gare qui devait lui apporter un chapeau pour la mauvaise saison.","Toute la journée, Millie avait attendu que la station omnibus lui apporte un chapeau pour le mauvais temps.",32.94509143325628,0.6341463414634148,0.6341463414634148
8,ollama:llama3,0.5,All day Millie had waited for the station omnibus to bring her a hat for the bad weather.,"Toute la journée, Millie avait attendu une voiture de La Gare qui devait lui apporter un chapeau pour la mauvaise saison.","Toute la journée, Millie avait attendu que le bus de gare lui apporte un chapeau pour la mauvaise météo.",43.01826551487514,0.7272727272727273,0.7272727272727273
8,hf:opus-mt-en-fr,0.5,All day Millie had waited for the station omnibus to bring her a hat for the bad weather.,"Toute la journée, Millie avait attendu une voiture de La Gare qui devait lui apporter un chapeau pour la mauvaise saison.","Toute la journée, Millie avait attendu que la station omnibus lui apporte un chapeau pour le mauvais temps.",32.94509143325628,0.6341463414634148,0.6341463414634148
8,ollama:llama3,0.8,All day Millie had waited for the station omnibus to bring her a hat for the bad weather.,"Toute la journée, Millie avait attendu une voiture de La Gare qui devait lui apporter un chapeau pour la mauvaise saison.","Toute la journée, Millie avait attendu pour que l'omnibus de gare lui apporte un chapeau pour le mauvais temps.",33.00888973300688,0.6511627906976744,0.6511627906976744
8,hf:opus-mt-en-fr,0.8,All day Millie had waited for the station omnibus to bring her a hat for the bad weather.,"Toute la journée, Millie avait attendu une voiture de La Gare qui devait lui apporter un chapeau pour la mauvaise saison.","Toute la journée, Millie attendait l'omnibus de la station pour lui apporter un chapeau pour le mauvais temps.",32.94509143325628,0.5714285714285713,0.5714285714285713
8,ollama:llama3,1.0,All day Millie had waited for the station omnibus to bring her a hat for the bad weather.,"Toute la journée, Millie avait attendu une voiture de La Gare qui devait lui apporter un chapeau pour la mauvaise saison.","Toute la journée, Millie avait attendu que le autocar de gare lui apporte un chapeau pour le mauvais temps.",33.00888973300688,0.6666666666666666,0.6666666666666666
8,hf:opus-mt-en-fr,1.0,All day Millie had waited for the station omnibus to bring her a hat for the bad weather.,"Toute la journée, Millie avait attendu une voiture de La Gare qui devait lui apporter un chapeau pour la mauvaise saison.","""Toute la journée, Millie avait attendu que la station ne lui apportât qu'un chapeau pendant le temps.""",28.149018369595066,0.5714285714285713,0.5714285714285713
9,ollama:llama3,0.0,"In the afternoon, I had to go to vespers alone.","Après midi, je dus partir seul à vêpres.","Au soir, j'ai dû aller à vêpres seule.",9.980099403873663,0.3333333333333333,0.2222222222222222
9,hf:opus-mt-en-fr,0.0,"In the afternoon, I had to go to vespers alone.","Après midi, je dus partir seul à vêpres.","Dans l'après-midi, j'ai dû aller seul aux vêpres.",9.980099403873663,0.5454545454545455,0.5454545454545455
9,ollama:llama3,0.2,"In the afternoon, I had to go to vespers alone.","Après midi, je dus partir seul à vêpres.","Au soir, j'ai dû aller à vêpres seule.",9.980099403873663,0.3333333333333333,0.2222222222222222
9,hf:opus-mt-en-fr,0.2,"In the afternoon, I had to go to vespers alone.","Après midi, je dus partir seul à vêpres.","Dans l'après-midi, j'ai dû aller seul aux vêpres.",9.980099403873663,0.5454545454545455,0.5454545454545455
9,ollama:llama3,0.5,"In the afternoon, I had to go to vespers alone.","Après midi, je dus partir seul à vêpres.","Au soir, j'ai dû aller à vêpres seule.",9.980099403873663,0.3333333333333333,0.2222222222222222
9,hf:opus-mt-en-fr,0.5,"In the afternoon, I had to go to vespers alone.","Après midi, je dus partir seul à vêpres.","L'après-midi, j'ai dû aller seul aux vêpres.",10.147104008451905,0.5714285714285715,0.5714285714285715
9,ollama:llama3,0.8,"In the afternoon, I had to go to vespers alone.","Après midi, je dus partir seul à vêpres.","Après-midi, j'ai dû aller à vêpres seule.",10.147104008451905,0.631578947368421,0.5263157894736842
9,hf:opus-mt-en-fr,0.8,"In the afternoon, I had to go to vespers alone.","Après midi, je dus partir seul à vêpres.","L'après-midi, j'ai dû aller voir des vésicules seuls.",4.990049701936832,0.4545454545454546,0.3636363636363637
9,ollama:llama3,1.0,"In the afternoon, I had to go to vespers alone.","Après midi, je dus partir seul à vêpres.","Après-midi, j'ai dû aller à vêpres seule.",10.147104008451905,0.631578947368421,0.5263157894736842
